Document Name,Document Code,Area Name,Assigned Groups,Classification,Meta,Document Type,Last updated by,Action performed,Last update date,Doc Type,Notes
Jury Duty Pay,1fc25,Employment,Answer Docs Access | EnwisenAdmin | HR | PL390 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:44:30.907,pdf,
Kronos Correction Form,d0d3c,Forms,Answer Docs Access | EnwisenAdmin | HR | PL400 | ,Administration | General | ,Domain:forms | Subject:pay | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:08:49.130,doc,
Kronos Employee Guide,6c7e2,Pay,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | PL465 | ,Administration | General | ,Domain:pay | Subject:timesheets | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:36:25.240,pdf,
Kronos FAQs,cddd9c26,Integration,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | PL465 | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:14:18.187,,http://pwrs.wa.providence.org/payroll/KronosFAQs.cfm
Kronos Manager & Timekeeper Guide,122feb22,Integration,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | PL465 | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject*] | Subject:[*subject2*] | ,Content Document,ksantos,Document Published successfully to Live server,2014-05-11 21:13:53.793,,http://in.providence.org/sss/departments/services/Pages/
Lead or Charge Guidelines for Non-Management Staff,2766f,Employment,Answer Docs Access | EnwisenAdmin | HR | PL316 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:44:31.030,pdf,
Lead Process,f39d0,Career,Answer Docs Access | EnwisenAdmin | HR | PL439 | PL481 | PL489 | PL490 | PL491 | PL493 | PL494 | PL495 | PL496 | PL497 | PSMS-All | ,Administration | General | ,Domain:career | Subject:cdevelop | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:14:53.343,pdf,
Leading Through Trial Sound Bite,6dee4,Manager,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Subject:manager | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:20:48.453,pdf,
Learn About: Medical Programs,4367acdd,Learn About,Answer Docs Access | Basic Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:uyn | Subject:medical | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:18:40.673,,
Leave of Absence - Military,7dc4b,Employment,Answer Docs Access | EnwisenAdmin | HR | PL325 | PL327 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:06.237,pdf,
Leave of Absence - Military,8beea,Employment,Answer Docs Access | EnwisenAdmin | HR | PL422 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:06.190,pdf,
Leave of Absence - Military,9cfa1,Employment,Answer Docs Access | EnwisenAdmin | HR | WA244 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 19:13:32.900,pdf,
Leave of Absence - Personal,9709c,Employment,Answer Docs Access | EnwisenAdmin | HR | PSMS-All | ,Administration | General | ,Domain:leave | Subject:eepolicy5 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-02-06 18:01:11.520,pdf,
Leave of Absence - Personal,c7d69,Employment,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:06.503,pdf,similar with posting code 9d1b7
Leave of Absence – Personal,4b1a7,Employment,Answer Docs Access | EnwisenAdmin | HR | PL333 | PL335 | PL340 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:56.597,pdf,
Legal Proceedings,eda59,Employment,Answer Docs Access | EDM | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:56.767,pdf,
Length of Service,02a69,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-10-24 19:34:27.123,pdf,
License Verification Policy,8581d,Employment,Answer Docs Access | EnwisenAdmin | HR | PL403 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:56.767,pdf,
License, Certification, Registration, Renewal & Verification,5eeb8,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy2 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-10-24 16:53:56.500,pdf,
Life Events,9e43ffa7,Main,Answer Docs Access | Basic Access | EnwisenAdmin | HR | ,Administration | General | ,Subject:events | ,Content Document,doldag,Document Published successfully to Live server,2015-02-05 20:15:35.520,,Inherits meta tags from base document; sections, topics, content, data items and options added to this document.
Personal and Family Relationships,5c8d4,Employment,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-20 20:11:15.143,pdf,
Personal Appearance,a6656824,Employment,Answer Docs Access | EnwisenAdmin | HR | PL352 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-03-13 16:23:04.427,pdf,
Personal Appearance,e227b,Employment,Answer Docs Access | EnwisenAdmin | HR | PL357 | PL358 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-01-30 14:32:24.987,pdf,
Personal Appearance and Dress,2053d,Employment,Answer Docs Access | EnwisenAdmin | HR | PL422 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:51:48.397,pdf,
Personal Appearance Standards,6e5f9,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-10-24 19:48:04.540,pdf,
Personal Business and No Solicitation,bbd2f,Employment,Answer Docs Access | EnwisenAdmin | HR | PL316 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.453,pdf,
Personal Mail,e2418,Employment,Answer Docs Access | EnwisenAdmin | HR | PL375 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.563,pdf,
Personnel Data Changes,32b4b,Employment,Answer Docs Access | EnwisenAdmin | HR | PL353 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.640,pdf,
Personnel Records,cc71e,Employment,Answer Docs Access | EnwisenAdmin | HR | PL338 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.733,pdf,
Personnel Records,e3801,Employment,Answer Docs Access | EnwisenAdmin | HR | PL313 | WA8 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 22:01:15.347,pdf,
PHFH Holiday Schedule,90ab5,Employment,Answer Docs Access | EnwisenAdmin | HR | PL365 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.797,pdf,
PHOS Holiday Schedule,820cd,Leave and Time Off,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:leave | Subject:holidays | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 23:16:59.163,pdf,
Leave Administration Guide for Core Leaders,14136727,Manager,Answer Docs Access | EDM | EnwisenAdmin | HR | MJM | SMC | SMG | ,Administration | General | ,Subject:mgrcontent | ,Uploaded Document,cpeterson,Assigned Group : EnwisenAdmin,2015-05-11 15:11:10.027,pdf,
Leave of Absence - Bereavement,e20a5,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,avillarojo,Document Published successfully to QA server,2015-02-26 22:48:56.570,pdf,
Leave of Absence - Educational,4d966,Employment,Answer Docs Access | EnwisenAdmin | HR | WA113 | WA132 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,PRVaboures,Undo Check out for edit,2015-07-20 19:15:46.843,pdf,
Leave of Absence - Educational,d1142366,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : EnwisenAdmin,2015-01-21 11:36:21.930,pdf,
Leave of Absence - Family,164cf,Employment,Answer Docs Access | EnwisenAdmin | HR | PSMS-All | ,Administration | General | ,Domain:leave | Subject:eepolicy5 | ,Uploaded Document,PRVaboures,Undo Check out for configuration,2015-06-19 13:32:17.243,pdf,
Leave of Absence - FMLA,37740,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,avillarojo,Document Published successfully to QA server,2015-02-26 22:54:53.703,pdf,
Leave of Absence - Medical,12667,Employment,Answer Docs Access | EDM | EnwisenAdmin | HR | KB Consultant | ,Administration | General | Workbook | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:06.050,pdf,
Leave of Absence - Medical,1e486,Employment,Answer Docs Access | EnwisenAdmin | HR | PL325 | PL327 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:45:15.100,pdf,
Leave of Absence - Medical,42610,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 20:09:43.743,pdf,
Leave of Absence - Medical,a7b64,Employment,Answer Docs Access | EnwisenAdmin | HR | WA34 | WA65 | WA66 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-24 20:29:18.193,pdf,
Leave of Absence - Military,26ff0,Employment,Answer Docs Access | EnwisenAdmin | HR | PL333 | PL335 | PL340 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:46:06.223,pdf,
Leave of Absence - Military,4a376,Employment,Answer Docs Access | EnwisenAdmin | HR | PL420 | WA38 | ,Administration | General | ,Domain:employment | Subject:eepolicy5 | ,Uploaded Document,mempeynado,Document Published successfully to Stage server,2015-02-26 20:14:22.330,pdf,
Personal Appearance and Dress Code,87350021,Employment,Answer Docs Access | EnwisenAdmin | HR | PL784 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : EnwisenAdmin,2015-01-21 11:36:22.400,pdf,
Personal Possessions,9c88c,Employment,Answer Docs Access | EnwisenAdmin | HR | SMG | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.593,pdf,
Personal Vehicle Use,4cfbd,Employment,Answer Docs Access | EnwisenAdmin | HR | WA244 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2015-07-27 19:39:40.197,pdf,
Personal Vehicle Use,75530,Employment,Answer Docs Access | EnwisenAdmin | HR | PL410 | ,Administration | General | ,Domain:employment | Subject:eepolicy7 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.610,pdf,
Personnel Date Changes,c2a00,Employment,Answer Docs Access | EnwisenAdmin | HR | PL352 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.657,pdf,
Personnel File Content ,114da,Employment,AK | Answer Docs Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.670,pdf,
PIP Plan & Documentation,cf22e,Manager,Answer Docs Access | EnwisenAdmin | HR | PL460 | PL462 | ,Administration | General | ,Subject:manager | ,Uploaded Document,ksantos,Document Published successfully to Live server,2014-05-12 00:45:40.893,doc,
PIPS Holiday Schedule,850ca,Leave and Time Off,Answer Docs Access | EnwisenAdmin | HR | PL422 | ,Administration | General | ,Domain:leave | Subject:holidays | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:17:52.390,pdf,
PMCH Holiday Schedule,ac061,Employment,Answer Docs Access | EnwisenAdmin | HR | PL370 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:56:46.843,pdf,
PMG Tuition Reimbursement Application,beae3,Forms,Answer Docs Access | EnwisenAdmin | HR | PL357 | PL358 | ,Administration | General | ,Domain:forms | Subject:pay | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:10:14.947,pdf,
Premium and Holiday Pay,14eb8,Employment,Answer Docs Access | EnwisenAdmin | HR | OR | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:57:22.927,pdf,
Premium Pay,183f1,Employment,Answer Docs Access | EnwisenAdmin | HR | PL330 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,PRVaboures,Document Published successfully to Live server,2014-10-24 19:49:03.447,pdf,
Job Posting,a1de8,Employment,Answer Docs Access | EnwisenAdmin | HR | PL352 | ,Administration | General | ,Domain:employment | Subject:eepolicy4 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:43:39.737,pdf,
Job Profile,f43b990d,Integration,Answer Docs Access | Basic Access | EnwisenAdmin | HR | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject1*] | Subject:[*subject2*] | Subject:[*subject3*] | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:14:18.140,,SID 87404
lawson/xhrnet/jobprofile.htm
Joint Commission,acf51efc,Integration,Answer Docs Access | Basic Access | EnwisenAdmin | HR Admin | ,Administration | General | ,Domain:integration | keywords:[*keywords*] | Role:[*role*] | Role:[*role1*] | Role:[*role2*] | Subject:[*subject2*] | ,Content Document,abalmat,Document Published successfully to Live server,2015-06-23 17:43:04.090,,http://www.jointcommission.org

For Related Links, HR Central page
Jury Civic Duty Time Off,5d9c2279,Leave and Time Off,Answer Docs Access | EnwisenAdmin | HR | PL465 | ,Administration | General | ,Domain:leave | Subject:civic | Subject:timeoff | ,Content Document,mary,Assigned Group : Answer Docs Access,2014-05-08 20:17:38.710,,SID 88906 TOPIC 29227

Jury Duty,2c28e,Employment,Answer Docs Access | EnwisenAdmin | HR | PL338 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:44:30.687,pdf,
Jury Duty,69d1e,Employment,Answer Docs Access | EnwisenAdmin | HR | PL353 | ,Administration | General | ,Domain:employment | Subject:eepolicy1 | ,Uploaded Document,mary,Assigned Group : Answer Docs Access,2014-05-08 19:44:30.593,pdf,
